A/C Group,Start,End,W/O,A/C,Issue Date,Due Date,Closing Date,ATA,DD,MEL,MEL Ref.,Description,Action
Own Configuration,2022-08-01,2023-07-31,21118,PWD,2022-11-15,,2022-11-28,32-20,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:41 TITLE: NOSE LANDING GEAR AND DOORS DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,29319,PWD,2022-09-13,,2022-09-13,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 13.SEP.2022, 12:00 PERFORM WEEKLY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 13.SEP.2022, 12:00 WEEKLY CHECK PERFORMED REF FORM F.MNT.M.105  FOB :4200 KG"
Own Configuration,2022-08-01,2023-07-31,21129,PWD,2022-11-15,,2022-11-28,32-30,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:45 TITLE: NORMAL EXTENSION AND RETRACTION DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,21132,PWD,2023-03-10,,2023-04-07,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 10.MAR.2023, 01:27 STEP-1 GENERAL VISUAL INSPECTION OF L/G EXTENSION / RETRACTION SYSTEM",
Own Configuration,2022-08-01,2023-07-31,21139,PWD,2023-03-10,,2023-04-07,32,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 10.MAR.2023, 01:27   STEP-1  REMOVE NOSE LANDING GEAR ACTUATING CYLINDER FOR SPECIAL DETAILED",
Own Configuration,2022-08-01,2023-07-31,29335,PWD,2022-09-13,,2022-09-13,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 13.SEP.2022, 22:00 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 13.SEP.2022, 22:00 BD CHECK PERFORMED REF FORM F. MNT.M 102 3EA  L/G PINT REMOVED"
Own Configuration,2022-08-01,2023-07-31,21150,PWD,2022-11-15,,2022-11-28,32-44,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:45 TITLE: BRAKE ACCUMULATOR DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,21154,PWD,2023-03-10,,2023-04-07,33,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 10.MAR.2023, 01:27 STEP-1 OPERATIONAL CHECK OF EMERGENCY LIGHTING SYSTEM INCLUDING CHECK OF ALL",
Own Configuration,2022-08-01,2023-07-31,45731,PWE,2023-06-07,,2023-06-28,34-55,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUN.2023, 07:35 TITLE: VOR SYSTEM DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,21162,PWD,2022-11-15,,2022-11-28,34-13,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:37 TITLE: AIR DATA DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,45739,PWH,2023-06-07,,2023-06-28,34-55,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 07.JUN.2023, 07:31 TITLE: VOR SYSTEM DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,29357,PWD,2022-09-14,,2022-09-14,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 14.SEP.2022, 14:00 PERFORM DAILY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 14.SEP.2022, 14:00 DAILY CHECK PERFORMED REF FORM F.MNT.M 104  FOB 3800 KGS"
Own Configuration,2022-08-01,2023-07-31,21169,PWD,2022-11-15,,2022-11-28,34-42,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:49 TITLE: RADIO ALTIMETER DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,53938,PWC,2023-07-08,,2023-07-08,NAN,0,0,,"1 WORKSTEP ADDED BY MAUL ON 08.JUL.2023, 14:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN MAUL","ACTION PERFORMED BY MAUL ON 08.JUL.2023, 14:30 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN MAUL"
Own Configuration,2022-08-01,2023-07-31,53939,PWC,2023-07-08,,2023-07-08,22,0,0,,"1 WORKSTEP ADDED BY BDUR ON 08.JUL.2023, 20:30 INSPECTION REMARK DESCRIPTION SIGN BDUR","ACTION PERFORMED BY BDUR ON 08.JUL.2023, 20:30 PERFORM UPDATE NAV DATA BASE REF AMM 22-70-00-010-008-H . NDB VALID UNTIL 09 AUG 2023 DO THE AFS TEST REF AMM 22-96-00-710-001 RESULT PASS"
Own Configuration,2022-08-01,2023-07-31,53942,PWC,2023-07-09,,2023-07-09,NAN,0,0,,"1 WORKSTEP ADDED BY MAVI ON 09.JUL.2023, 00:10 TO PERFORM BD CHECK DESCRIPTION SIGN MAVI","ACTION PERFORMED BY MAVI ON 09.JUL.2023, 00:10 BD CHECK PERFORMED REF FORM.F.MNT.E.102 PERFORMED SIGN MAVI"
Own Configuration,2022-08-01,2023-07-31,53943,PWC,2023-07-09,,2023-07-09,NAN,0,0,,"1 WORKSTEP ADDED BY BELMA ON 09.JUL.2023, 12:30 NAV . CB F9 TRIPPED ON OVER HEAD PANEL (30 MNTS AFTER AIRBORNE/FL.360) DESCRIPTION SIGN BELMA","ACTION PERFORMED BY BELMA ON 09.JUL.2023, 12:30 PFR CHEK FOUND C/B TRIPPED ON OVER HEAD PANEL . AFTER CHECK FOUND C/B F9/ ADIRU #3 SWTG SPLY . DO RESET C/B AND REALLIGMENT . AN BITE TEST"
Own Configuration,2022-08-01,2023-07-31,53944,PWC,2023-07-09,,2023-07-09,NAN,0,0,,"1 WORKSTEP ADDED BY BELMA ON 09.JUL.2023, 09:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN BELMA","ACTION PERFORMED BY BELMA ON 09.JUL.2023, 09:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105 (2-02) PERFORMED SIGN BELMA"
Own Configuration,2022-08-01,2023-07-31,45753,PWC,2023-07-14,2024-04-08,,25,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 02:35 STEP-1 FIXED AND PORTABLE ELT CHECK FOR PROPER INSTALLATION, BATTERY",
Own Configuration,2022-08-01,2023-07-31,53945,PWC,2023-07-10,,2023-07-10,NAN,0,0,,"1 WORKSTEP ADDED BY RNHU ON 10.JUL.2023, 00:10 TO PERFORM BD CHECK DESCRIPTION SIGN RNHU","ACTION PERFORMED BY RNHU ON 10.JUL.2023, 00:10 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN RNHU"
Own Configuration,2022-08-01,2023-07-31,21178,PWD,2022-11-15,,2022-11-28,35-30,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:39 TITLE: PORTABLE OXYGEN CYLINDERS DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,53946,PWH,2023-06-29,,2023-06-29,24,0,0,,"1 WORKSTEP ADDED BY ZUFI ON 29.JUN.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN ZUFI","ACTION PERFORMED BY ZUFI ON 29.JUN.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02)"
Own Configuration,2022-08-01,2023-07-31,21179,PWD,2022-11-15,,2022-11-28,35-30,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 15.NOV.2022, 07:38 TITLE: PROTECT. BREATHING EQPT (CKPT & CABIN) DESCRIPTION SIGN RIZKY","ACTION PERFORMED ON 28.NOV.2022, 03:44 ******************************************************** WORKORDER CLOSED ON 28.NOV.2022"
Own Configuration,2022-08-01,2023-07-31,53947,PWG,2023-06-30,,2023-06-30,32,0,0,,"1 WORKSTEP ADDED BY MSADI ON 30.JUN.2023, 03:10 L/G LGCIU 1 FAULT ON FINAL APP DESCRIPTION SIGN MSADI","ACTION PERFORMED BY MSADI ON 30.JUN.2023, 03:10 PFR LAST LEG REPORT RESULT MSG FROM LH DOOR , REF TSM TASK 32-31-00-810-802-A RESET CB`S REATED PROBLEM . DO BIE TEST CHECK LGCIU"
Own Configuration,2022-08-01,2023-07-31,53948,PWH,2023-06-30,,2023-06-30,34,0,0,,"1 WORKSTEP ADDED BY BEW ON 30.JUN.2023, 03:00 TRASPONDER FAIL - THEN NORMAL DESCRIPTION SIGN BEW","ACTION PERFORMED BY BEW ON 30.JUN.2023, 03:00 RESETED CB ATC 1 AND BITE TEST ATC 1 VIA MCDU RESULT GOOD.MSG CLEAR. REF AMM 34-52-00-740-004 A"
Own Configuration,2022-08-01,2023-07-31,53949,PWG,2023-06-30,,2023-06-30,32,0,0,,"1 WORKSTEP ADDED BY ISMA ON 30.JUN.2023, 05:50 L/G SYS DISAGREE APPEAR ON ECAM AFTER LDG DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 30.JUN.2023, 05:50 CLEANED AND REPLACE LGCIU COMPUTER #1 , DO BITE TEST CHECK USE MCDU, REF AMM 32-69-00-740-001-A"
Own Configuration,2022-08-01,2023-07-31,53950,PWH,2023-06-30,,2023-06-30,46,0,1,46-11-04A,"1 WORKSTEP ADDED BY ASS ON 30.JUN.2023, 10:00 CAPT SIDE ELECTRICAL OUTLET - THE HOLES ARC LOOSE, CANNOT CHARGE THE EFB,ELECTRICAL ONLY INTERMITTENT CHARGING,","ACTION PERFORMED BY ASS ON 30.JUN.2023, 10:00 REF TSM TASK 25-18-00-810-801.DO CHECK CONNECTOR WAS LOOSE AT CAPT SIDE OUTLET ELECTRICAL DUE TO REPETITIVE AND NIL SPARE INSERT TO HIL"
Own Configuration,2022-08-01,2023-07-31,53951,PWG,2023-06-30,,2023-06-30,32,0,0,,"1 WORKSTEP ADDED BY BDUR ON 30.JUN.2023, 20:00 REF REPETITIVE PROBLEM L/G SYS DISAGREE APPEAR ON ECAM AFTER LANDING DESCRIPTION SIGN BDUR","ACTION PERFORMED BY BDUR ON 30.JUN.2023, 20:00 REF TSM 32-31-00-810-820-A , VISUAL CHECK PROX SENSOR 276A RESULT NO CONTAMINATION FOUND , RESISTANCE CHECK OF PROX SSENSOR 27A REF ASM"
Own Configuration,2022-08-01,2023-07-31,53952,PWG,2023-06-30,,2023-06-30,NAN,0,0,,"1 WORKSTEP ADDED BY DSBU ON 30.JUN.2023, 20:15 TO PERFORM DAILY CHECK DESCRIPTION SIGN DSBU","ACTION PERFORMED BY DSBU ON 30.JUN.2023, 20:15 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 (2-02) FOB : 4200 KG  TIRE PRESS CHECK , N/W : 8182/ 180 PSI"
Own Configuration,2022-08-01,2023-07-31,53953,PWG,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY YJPP ON 01.JUL.2023, 01:10 TO PERFORM BD CHECK DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 01.JUL.2023, 01:10 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,53954,PWG,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY RNHU ON 01.JUL.2023, 13:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN RNHU","ACTION PERFORMED BY RNHU ON 01.JUL.2023, 13:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105 PERFORMED SIGN RNHU"
Own Configuration,2022-08-01,2023-07-31,53955,PWH,2023-06-30,,2023-06-30,NAN,0,0,,"1 WORKSTEP ADDED BY DASI ON 30.JUN.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN DASI","ACTION PERFORMED BY DASI ON 30.JUN.2023, 22:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN DASI"
Own Configuration,2022-08-01,2023-07-31,21188,PWD,2022-11-28,,2022-12-04,38-10,0,0,,"1 WORKSTEP ADDED BY ADMIN ON 28.NOV.2022, 07:27 POTABLE WATER SYSTEM DISINFECTION OF POTABLE WATER SYSTEM AND DISCARD OF",
Own Configuration,2022-08-01,2023-07-31,53956,PWH,2023-07-01,,2023-07-01,21,0,0,,"1 WORKSTEP ADDED BY AMA ON 01.JUL.2023, 01:15 AIR PACK 2 REGUL FAULT DESCRIPTION SIGN AMA","ACTION PERFORMED BY AMA ON 01.JUL.2023, 01:15 DO READ PFR NO WARNING MSG , DO BITE TEST TEMP CTL SYS RESULT TEST OK. DO OPS TEST ALL THE PACK RESULT GOOD REF AMM 21-61-00-710-001."
Own Configuration,2022-08-01,2023-07-31,53957,PWG,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY ASS ON 01.JUL.2023, 21:30 TO PERFORM BD CHECK DESCRIPTION SIGN ASS","ACTION PERFORMED BY ASS ON 01.JUL.2023, 21:30 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN ASS"
Own Configuration,2022-08-01,2023-07-31,29382,PWD,2022-09-15,,2022-09-15,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 15.SEP.2022, 01:00 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 15.SEP.2022, 01:00 BD CHECK PERFORMED REF FORM F.MNT.F 102 REF FORM : F.MNT.M 102 3EA L/G PIN REMOVED"
Own Configuration,2022-08-01,2023-07-31,53958,PWG,2023-07-02,,2023-07-22,33,0,1,33-40-01B,"1 WORKSTEP ADDED BY YJPP ON 02.JUL.2023, 10:00 DURING WAC FOUND RH NAV SYS #1 NOT ILL DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 02.JUL.2023, 10:00 D/T NEED SPARE TROUBLE INSERT TO HILL REF MEL 33-40-01B CAT C PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,53959,PWH,2023-07-01,,2023-07-01,21,0,1,21-61-01A,"1 WORKSTEP ADDED BY AHM ON 01.JUL.2023, 03:30 AIR PACK 2 REGUL FAULT DESCRIPTION SIGN AHM","ACTION PERFORMED BY AHM ON 01.JUL.2023, 03:30 PFR SOURCE FRM TEMP CTL 2 (30 HH/P2 BY PASS VALVE , DO BITE TEST FAULT MESSAGE CLEAR DUE TO RPETITIVE TRBL INSER TO HIL REF MEL 21-61-01A CAT"
Own Configuration,2022-08-01,2023-07-31,53960,PWG,2023-07-02,,2023-07-05,33,0,1,33-40-07A,"1 WORKSTEP ADDED BY FFSA ON 02.JUL.2023, 16:00 LOGO LIGHT U/S DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 02.JUL.2023, 16:00 TRY TO RESET CB AND TEST WITH SYS 1 AND SYS 2 RESULT NOT HELP , D/T NIL SPARE BOTH LOGO LT INSERT TO HIL REF MEL : 33-40-07A CAT D"
Own Configuration,2022-08-01,2023-07-31,53961,PWH,2023-07-01,,2023-07-01,31,0,0,,"1 WORKSTEP ADDED BY ISMA ON 01.JUL.2023, 12:30 INSP REMARK PRINTER PAPER EMPTY DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 01.JUL.2023, 12:30 SERVICING PRINTER PAPER PERFORMED ,6RD TEST RESULT GOOD REF AMM 31-35-22-600-001."
Own Configuration,2022-08-01,2023-07-31,53962,PWG,2023-07-02,,2023-07-02,NAN,0,0,,"1 WORKSTEP ADDED BY FFSA ON 02.JUL.2023, 16:30 TO PERFORM DAILY CHECK DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 02.JUL.2023, 16:30 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN FFSA"
Own Configuration,2022-08-01,2023-07-31,53963,PWG,2023-07-03,,2023-07-03,NAN,0,0,,"1 WORKSTEP ADDED BY DASI ON 03.JUL.2023, 00:40 TO PERFORM BD CHECK DESCRIPTION SIGN DASI","ACTION PERFORMED BY DASI ON 03.JUL.2023, 00:40 BD CHECK PERFORMED REF FORM.F.MNT.E.102 PERFORMED SIGN DASI"
Own Configuration,2022-08-01,2023-07-31,53964,PWG,2023-07-03,,2023-07-03,NAN,0,0,,"1 WORKSTEP ADDED BY MAUL ON 03.JUL.2023, 14:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN MAUL","ACTION PERFORMED BY MAUL ON 03.JUL.2023, 14:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN MAUL"
Own Configuration,2022-08-01,2023-07-31,53965,PWG,2023-07-04,,2023-07-04,NAN,0,0,,"1 WORKSTEP ADDED BY MAVI ON 04.JUL.2023, 00:00 TO PERFORM BD CHECK DESCRIPTION SIGN MAVI","ACTION PERFORMED BY MAVI ON 04.JUL.2023, 00:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 PERFORMED SIGN MAVI"
Own Configuration,2022-08-01,2023-07-31,53966,PWG,2023-07-04,,2023-07-04,NAN,0,0,,"1 WORKSTEP ADDED BY BUHER ON 04.JUL.2023, 19:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN BUHER","ACTION PERFORMED BY BUHER ON 04.JUL.2023, 19:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN BUHER"
Own Configuration,2022-08-01,2023-07-31,53967,PWH,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY ISMA ON 01.JUL.2023, 14:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 01.JUL.2023, 14:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 (2-02) PERFORMED SIGN ISMA"
Own Configuration,2022-08-01,2023-07-31,29394,PWD,2022-09-15,,2022-09-15,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 15.SEP.2022, 15:30 PERFORM 24HR CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 15.SEP.2022, 15:30 24HR CHECK PERFORMED REF FORM F.MNT.M 103 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,37588,PWD,2022-10-01,,2022-10-01,38,0,0,,"1 WORKSTEP ADDED BY SITI ON 01.OCT.2022, 11:00 REF TASK CARD REPETITIVE WATER HEATER LAV D REPLECEMENT DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 01.OCT.2022, 11:00 REPLACED WATER HEATER LAV D PERFORMED OPC TEST RESULT GOOD REF AMM 38-12-16-04"
Own Configuration,2022-08-01,2023-07-31,29399,PWD,2022-09-15,,2022-09-15,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 15.SEP.2022, 22:00 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 15.SEP.2022, 22:00 BD CHECK PERFORMED REF FORM F.MNT.M 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,37591,PWE,2023-05-02,,2023-05-30,34-13,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 02.MAY.2023, 04:24 CLEANING OF 1 OUT OF 3 PITOT PROBES DESCRIPTION SIGN RIZKY",
Own Configuration,2022-08-01,2023-07-31,53977,PWH,2023-07-01,,2023-07-01,NAN,0,0,,"1 WORKSTEP ADDED BY AFN ON 01.JUL.2023, 22:00 TO PERFORM BD CHECK DESCRIPTION SIGN AFN","ACTION PERFORMED BY AFN ON 01.JUL.2023, 22:00 BD CHECK PERFORMED REF.FORM.F.MNT.E.102 PERFORMED SIGN AFN"
Own Configuration,2022-08-01,2023-07-31,53978,PWH,2023-07-02,,2023-07-02,NAN,0,0,,"1 WORKSTEP ADDED BY HAVDP ON 02.JUL.2023, 01:29 LOAD IS REPORT GENERATED DESCRIPTION SIGN HAVDP","ACTION PERFORMED BY HAVDP ON 02.JUL.2023, 01:29 CHECK ON REPORT GIVE CODE 7000 REF AMM 31-37-51-00 CONF 00 NO RELATED MATCH CODE .IT`S MEAN NO MAINTENANCE ACTION NECESSARY. THX"
Own Configuration,2022-08-01,2023-07-31,29403,PWD,2022-09-16,,2022-09-16,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 16.SEP.2022, 16:00 PERFORM DAILY CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 16.SEP.2022, 16:00 DAILY CHECK PERFORMED REF FORM F.MNT.M 104 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,53980,PWH,2023-07-02,,2023-07-02,05,0,0,,"1 WORKSTEP ADDED BY AGP ON 02.JUL.2023, 03:05 LOAD IS REPORT GENERATED DESCRIPTION SIGN AGP","ACTION PERFORMED BY AGP ON 02.JUL.2023, 03:05 REF TSM TASK 05-50-00-810-802 A. DO CHECK ON LOAD REPORT IS FOUND THE TRIGGER CODE IS 7000,REF AMM TASK 05-51-11-200-004 NO MAINT.ACTION IS"
Own Configuration,2022-08-01,2023-07-31,53981,PWG,2023-07-05,,2023-07-05,NAN,0,0,,"1 WORKSTEP ADDED BY ISMA ON 05.JUL.2023, 01:20 TO PERFORM BD CHECK DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 05.JUL.2023, 01:20 BD CHECK PERFORMED REF FORM.F.MNT.E.102 PERFORMED SIGN ISMA"
Own Configuration,2022-08-01,2023-07-31,53982,PWH,2023-07-02,,2023-07-02,21,0,0,,"1 WORKSTEP ADDED BY WAKU ON 02.JUL.2023, 05:30 PACK 2 REGULATOR FAULT DESCRIPTION SIGN WAKU","ACTION PERFORMED BY WAKU ON 02.JUL.2023, 05:30 RESET CB W22 & Y 20. DO OPR TEST OF THE PACK TEMP CONT SYSYTEM RESULT TEST OK. ECAM CHK MSG CLEAR .REF TSM TASK 21-61-00-810-821-A."
Own Configuration,2022-08-01,2023-07-31,53983,PWG,2023-07-05,,2023-07-05,NAN,0,0,,"1 WORKSTEP ADDED BY DASI ON 05.JUL.2023, 20:00 TO PERFORM 24HR CHECK DESCRIPTION SIGN DASI","ACTION PERFORMED BY DASI ON 05.JUL.2023, 20:00 24HR CHECK PERFORMED REF.FORM.F.MNT.E.103 PERFORMED SIGN DASI"
Own Configuration,2022-08-01,2023-07-31,53984,PWG,2023-07-06,,2023-07-06,NAN,0,0,,"1 WORKSTEP ADDED BY YJPP ON 06.JUL.2023, 01:00 TO PERFORM BD CHECK DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 06.JUL.2023, 01:00 BD CHECK PERFORMED REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,29409,PWD,2022-09-16,,2022-09-16,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 16.SEP.2022, 22:30 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 16.SEP.2022, 22:30 BD CHECK PERFORMED REF FORM  F.MNT.M 102 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,45793,PWC,2023-07-14,2024-04-08,,31,0,0,,"1 WORKSTEP ADDED BY RIZKY ON 14.JUL.2023, 02:35 STEP-1 REMOVE FDR FOR ANALYSIS OR DOWNLOAD DATA FOR ANALYSIS REF CASR 91",
Own Configuration,2022-08-01,2023-07-31,53985,PWH,2023-07-02,,2023-07-02,NAN,0,0,,"1 WORKSTEP ADDED BY FFSA ON 02.JUL.2023, 13:00 TO PERFORM DAILY CHECK DESCRIPTION SIGN FFSA","ACTION PERFORMED BY FFSA ON 02.JUL.2023, 13:00 DAILY CHECK PERFORMED REF.FORM.F.MNT.E.104 PERFORMED SIGN FFSA"
Own Configuration,2022-08-01,2023-07-31,53986,PWH,2023-07-02,,2023-07-02,NAN,0,0,,"1 WORKSTEP ADDED BY ISMA ON 02.JUL.2023, 22:50 PERFORM BD CHECK DESCRIPTION SIGN ISMA","ACTION PERFORMED BY ISMA ON 02.JUL.2023, 22:50 BD CHECK PERFORMED REF.FORM.F.MNT.E.102 PERFORMED SIGN ISMA"
Own Configuration,2022-08-01,2023-07-31,53987,PWH,2023-07-03,,2023-07-03,NAN,0,0,,"1 WORKSTEP ADDED BY WHPR ON 03.JUL.2023, 12:00 TO PERFORM WEEKLY CHECK DESCRIPTION SIGN WHPR","ACTION PERFORMED BY WHPR ON 03.JUL.2023, 12:00 WEEKLY CHECK PERFORMED REF.FORM.F.MNT.E.105 PERFORMED SIGN WHPR"
Own Configuration,2022-08-01,2023-07-31,29412,PWD,2022-09-17,,2022-09-17,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 17.SEP.2022, 15:00 PERFORM 24HR  CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 17.SEP.2022, 15:00 24HR CHECK PERFORMED CHECK REF FORM F.MNT.M 103 PERFORMED SIGN SITI"
Own Configuration,2022-08-01,2023-07-31,53988,PWH,2023-07-03,,2023-07-03,71,0,0,,"1 WORKSTEP ADDED BY BUHER ON 03.JUL.2023, 21:20 AFTER SWAP ECU ENG 2 TO ECU ENG #1 DESCRIPTION SIGN BUHER","ACTION PERFORMED BY BUHER ON 03.JUL.2023, 21:20 DO ENGINE GROUND RUN FOR MAKE SURE IDG FUNCTION RESULT BOTH ENG IDG RESULT GOOD."
Own Configuration,2022-08-01,2023-07-31,53989,PWH,2023-07-03,,2023-07-03,NAN,0,0,,"1 WORKSTEP ADDED BY YJPP ON 03.JUL.2023, 22:40 TO PERFORM BD CHECK DESCRIPTION SIGN YJPP","ACTION PERFORMED BY YJPP ON 03.JUL.2023, 22:40 BD CHECK PERFORMED  REF FORM.F.MNT.E.102 (2-02) PERFORMED SIGN YJPP"
Own Configuration,2022-08-01,2023-07-31,53990,PWH,2023-07-04,,2023-07-04,31,0,0,,"1 WORKSTEP ADDED BY HAVDP ON 04.JUL.2023, 01:20 LOAD IS REPORT GENERATED NORMAL LANDING NO ISSUE DESCRIPTION SIGN HAVDP","ACTION PERFORMED BY HAVDP ON 04.JUL.2023, 01:20 CHECK ON REPORT GIVE CODE 7000 REF AMM 31-37-51-00 CONFOO NO RELATED MATCH CODE . IT`S MEAN NO MAINTENANCE ACTION NECESSARY"
Own Configuration,2022-08-01,2023-07-31,53991,PWH,2023-07-04,,2023-07-04,NAN,0,0,,"1 WORKSTEP ADDED BY WHPR ON 04.JUL.2023, 22:30 TO PERFORM BD CHECK DESCRIPTION SIGN WHPR","ACTION PERFORMED BY WHPR ON 04.JUL.2023, 22:30 BD CHECK PERFORMED  REF FORM.F.MNT.E.102 PERFORMED SIGN WHPR"
Own Configuration,2022-08-01,2023-07-31,29416,PWD,2022-09-17,,2022-09-17,NAN,0,0,,"1 WORKSTEP ADDED BY SITI ON 17.SEP.2022, 22:00 PERFORM BD CHECK DESCRIPTION SIGN SITI","ACTION PERFORMED BY SITI ON 17.SEP.2022, 22:00 BD CHECK PERFORMED REF FORM F.MNT.M 102 PERFORMED SIGN SITI"
