AC_REG,LOG_SN,DATE,FLT_NUM,FROM,TO,REPORT_STA,PM,ATA,DEFECTS,ACTIONS,ENG1_OIL,ENG2_OIL,APU_OIL,IDG1_OIL,IDG2_OIL,G_HYD,B_HYD,Y_HYD,PART_DESC,PN_OFF,PN_ON,SN_OFF,SN_ON,POS/FIN,MEL REF,MEL CAT
PK-PWA,A0000218,2022-06-23,-,-,-,-,MAREP,,REF TASKCARD NO 100000111 INSTALL PRESSURE TRANSDUCER 11GG,PERFORMED INSTALL PRESSURE TRANSDUCER 11GG REF AMM 32-42-21-400-001-A. BLEED THE NORMAL BRAKE SYSTEM PERFORMED AND NO LEAK REF AMM 32-42-00-870-000. DO OPT OF THE NORMAL BRAKE SYSTEM RESUL FAULT REF AMM 32-42-00-710-001,0,0,0,0,0,0,0,0,PRESSURE TRANSDUCER,ZAW623-01,ZAW623-01,HEK59567,ASAR49168,11GG,-,-
PK-PWA,A0000218,2022-06-23,-,-,-,-,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000219,2022-06-24,-,-,-,-,MAREP,,"DURING BD CHECK FOUND FUEL QUANTITY AT LH OUTER CELL ""0""",REF TSM 28-15-00-810-815-A DO BITE TEST OF THE INTERCELL TRF VLV RESULT NO FAULT DETECTED. D/T NEED TIME FOR TROUBLESHOOT PROBLEM INSERT TO HIL REF MEL 28-15-01A,0,0,0,0,0,0,0,0,-,-,-,-,-,-,28-15-01A,C
PK-PWA,A0000219,2022-06-24,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000220,2022-06-24,IP-100,CGK,DPS,DPS,PIREP,27,F/CTL SLAT SYS 2 FAULT,REF TSM 27-81-00-810-826-A. DO INITIALIZATION OF SFCC #1 AND #2 (SFCC RESET) AND BITE TEST SFCC #1 RESULT NO FAULT. SFCC #2 RESULT NO FAULT. REF AMM 27-81-00-740-002-A DO OPS TEST OF THE SLAT SYSTEM 27-84-00-710-001-A. RESULT STATISFY,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000220,2022-06-24,IP-101,DPS,CGK,CGK,PIREP,36,AIR ENG 1 HP VALVE FAULT,"REF TSM 36-11-00-810-837-A. IDENTIFIED FAULT SYMPTOM PFR GIVE MAINT MESSAGE HP BLEED VALVE 4000 HA1 OR SENSE LINE, CHECK OF THE UNION SENSE LINE AT HP VALVE AND PRV RESULT GOOD.",0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000221,2022-06-24,-,-,-,-,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000222,2022-06-25,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000223,2022-06-25,-,-,-,-,MAREP,,REF CML SEQ C0000212 D4: ARM CAP POSITION 31F WAS BROKEN,TEMPORARY FIX BY STICKER ARM CAP. NEED REPLACE ARM CAP D/T NIL SPARE. INSERT TO HIL. REF MEL 25-20-05A CAT D,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000223,2022-06-25,-,-,-,-,MAREP,,REF JOBCARD: DOOR 1R ESCAPE SLIDE DETACHED D/T STUD BROKEN,PERFORMED REPLACEMENT STUD AT ESCAPE SLIDE POST DOOR 1R. INSTALLATION ESCAPE SLIDE POST DOOR 1R WITH NEW STUD. REF AMM 25-62-44-400-802-A. OPC TEST OF THE ESCAPE SLIDE. RESULT GOOD REF AMM 25-62-44-710-062-C,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000224,2022-06-25,-,-,-,-,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000224,2022-06-25,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000225,2022-06-26,IP-240,CGK,YIA,YIA,PIREP,72,REVERSER ENG #2 FAULT,RECYCLE AND CHECK REVERSE ENG #2. ON TEST RESULT GOOD (3X OPC). REF AMM 78-31-00-710-042,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000226,2022-06-26,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000226,2022-06-26,-,-,-,-,MAREP,,PERFORM DAILY CHECK,PERFORMED DAILY CHECK REF F.MNT.M.104,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000227,2022-06-26,-,-,-,-,MAREP,,REF CML SEQ C0000213 D3 ARMCAP POSITION 30F WAS BROKEN,TEMPORARY FIX BY STICKER ARMCAP. ARMCAP NEED REPLACED D/T NIL SPARE ITEM INSERT TO HIL. REF MEL 25-20-05A CAT D,0,0,0,0,0,0,0,0,ARM CAP,139-00-317-64NN,139-00-317-64NN,-,-,30F,25-20-05A,D
PK-PWA,A0000228,2022-06-27,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000229,2022-06-27,IP-100,CGK,DPS,DPS,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000229,2022-06-27,IP-101,DPS,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000230,2022-06-27,-,-,-,-,MAREP,,PERFORM WEEKLY CHECK,PERFORMED WEEKLY CHECK REF FORM F.MNT.M.105,1,3,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000231,2022-06-27,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000232,2022-06-28,IP-240,CGK,YIA,YIA,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000232,2022-06-28,IP-241,YIA,CGK,CGK,PIREP,0,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000232,2022-06-28,-,-,-,-,MAREP,,TO PERFORME CROSSCHANGE ESCAPE SLIDE POSITION 2L & 2R TROUBLESHOOT PURPOSE. TASK NO 100000117,CROSSCHANGE ESCAPE SLIDE POSITION 2L & 2R FOR T/S PURPOSED PERFORMED. REF AMM 25-62-44. OPERATIONAL TEST OF ESCAPE SLIDE PERFORMED REF AMM 25-62-44-710-062-C. RESULT: STATISFIED.,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000233,2022-06-28,-,-,-,-,MAREP,,TO PERFORM A01-CHECK PK-PWA WORK ORDER NO: AACHK001,THIS A01-CHECK HAS BEEN PERFORMED IN ACCORDANCE WITH MASTER CHECKLIST FORM NO MAN.MNT.002. PERTINENT DETAIL ARE ON FILE IN THE WORK ORDER FORM WO NO. AACHK001,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000233,2022-06-28,-,-,-,-,MAREP,,TO PERFORM ENG#2 OIL BRAND CHANGE TO ETO2380 REF EI-22-019-N322. ORDER NO: 804424321,ENG#2 OIL BRAND CHANHGE TO ETO2380 PERFORMED REF AMM 12-13-79-610-005-C,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000234,2022-06-28,-,-,-,-,MAREP,,REF AML SEQ NO A0000233 D2 TO PERFORMED ENGINE GROUND RUN AFTER ENGINE OIL BRAND CHANGE TO ETO2380. WORK ORDER NO 804424321,ENGINE 1&2 GROUND RUN PERFORMED. REF AMM 71-00-00 RESULT SATISFIED. NO LEAK. DURATION 45 MIN. FUEL USED: 500KG.,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000235,2022-06-28,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000236,2022-06-29,IP-100,CGK,DPS,DPS,PIREP,,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000236,2022-06-29,IP-101,DPS,CGK,CGK,PIREP,,NIL,-,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000237,2022-06-29,-,-,-,-,MAREP,,PERFORM 24H CHECK,PERFORMED 24H CHECK PER FORM F.MNT.103,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000238,2022-06-29,-,-,-,-,MAREP,,PERFORM BD CHECK,PERFORMED BD CHECK PER FORM F.MNT.M.102,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
PK-PWA,A0000238,2022-06-29,-,-,-,-,MAREP,,"REF CML SEQ NO C0000216 D3 DURING BD CHECK FOUND CABIN HAND SET 4L CANT ""PA""",AFTER CHECK HANDSET WAS BAD. D/T CGK NIL SPARE INSERT TO HIL REF MEL 23-73-06-02A,0,0,0,0,0,0,0,0,-,-,-,-,-,-,23-73-06-02A,C
PK-PWA,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-04,,,,,,,,,2,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-05,,,,,,,,,1,1,1,0,1,0,0,0,,,,,,,,
PK-PWA,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-06,,,,,,,,,2,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,1,2,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-14,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,1,2,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-15,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-16,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-17,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-18,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-19,,,,,,,,,2,2,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-20,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-21,,,,,,,,,2,2,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-22,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-22,,,,,,,,,0,0,0,0,2,0,0,0,,,,,,,,
PK-PWA,,2022-07-22,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-22,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-23,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-24,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-24,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-24,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWA,,2022-07-24,,,,,,,,,2,2,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-01,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,1,2,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-02,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-03,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,2,1,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-04,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-05,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-06,,,,,,,,,2,2,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-06,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-07,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,1,0,0,0,0,0,1,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-08,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-09,,,,,,,,,1,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-09,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-10,,,,,,,,,1,1,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-10,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-11,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,1,2,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-12,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
PK-PWC,,2022-07-13,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,
